RecordId,SuspectsRaceAsAGroup,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType
CA00-0000033882,Unknown,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000033883,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033884,White,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033885,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033886,White,Residence/Home/Driveway,Anti-Citizenship Status,Race/Ethnicity/Ancestry
CA00-0000033887,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000033888,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033889,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033890,Unknown,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000033891,Unknown,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033892,Black or African American,Air/Bus/Train Terminal,Anti-Transgender,Gender Nonconforming
CA00-0000033893,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033894,Unknown,School-College/University,Anti-Jewish,Religion
CA00-0000033895,Unknown,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000033896,White,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033897,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000033898,Unknown,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033899,Unknown,Shopping Mall,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033900,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033901,Unknown,Convenience Store,Anti-Jewish,Religion
CA00-0000033902,White,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000033903,Unknown,Residence/Home/Driveway,Anti-Buddhist,Religion
CA00-0000033904,White,Other/Unknown,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000033905,White,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033906,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033907,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000033908,Black or African American,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000033909,White,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000033910,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033911,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000033912,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000033913,Black or African American,Shopping Mall,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033914,White,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033915,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033916,Group of Multiple Races,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation
CA00-0000033917,White,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033918,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033919,White,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033920,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000033921,Unknown,Other/Unknown,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033922,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033923,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033924,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033926,Unknown,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000033927,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033930,Black or African American,Highway/Road/Alley/Street,Anti-Gender Nonconforming,Gender Nonconforming
CA00-0000033931,White,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033932,Unknown,Church/Synagogue/Temple,Anti-Other Christian,Religion
CA00-0000033933,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033934,Group of Multiple Races,Church/Synagogue/Temple,Anti-Catholic,Religion
CA00-0000033935,Group of Multiple Races,Community Center,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033936,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033937,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033938,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033939,White,Lake/Waterway/Beach,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033940,Unknown,Restaurant,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000033941,Unknown,Bank/Savings and Loan,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000033942,White,Park/Playground,Anti-White,Race/Ethnicity/Ancestry
CA00-0000033943,Unknown,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033944,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000033945,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033946,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033947,Unknown,Shopping Mall,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033948,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033949,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000033950,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033951,White,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000033952,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033953,Black or African American,Air/Bus/Train Terminal,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000033954,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033955,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033956,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033957,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000033958,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033959,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033960,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033961,White,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000033962,White,Park/Playground,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033963,Black or African American,Specialty Store (TV/Fur/etc.),Anti-White,Race/Ethnicity/Ancestry
CA00-0000033964,White,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033965,White,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033966,White,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033967,White,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion
CA00-0000033968,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033969,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000033970,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033971,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033972,Black or African American,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000033973,Black or African American,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000033974,Unknown,Convenience Store,Anti-Gay (Male),Sexual Orientation
CA00-0000033975,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033976,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000033977,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033978,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033979,Black or African American,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033980,Unknown,Park/Playground,Anti-Jewish,Religion
CA00-0000033981,White,Liquor Store,Anti-Female,Gender
CA00-0000033982,White,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation
CA00-0000033983,White,Jail/Prison,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033985,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033986,Unknown,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000033987,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000033988,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033990,Black or African American,Other/Unknown,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033991,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033992,Unknown,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000033993,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033994,Unknown,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000033995,Unknown,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033996,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033997,White,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000033998,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033999,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034000,Unknown,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation
CA00-0000034001,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034002,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034003,White,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034004,Black or African American,Service/Gas Station,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034005,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000034006,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034007,Asian,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034009,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000034010,White,Park/Playground,Anti-Mental Disability,Disability
CA00-0000034011,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000034012,Unknown,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000034013,White,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000034014,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034015,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000034016,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034017,Unknown,Parking Lot/Garage,Anti-Jewish,Religion
CA00-0000034018,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034019,Unknown,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034020,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034021,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034022,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034023,White,Park/Playground,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034024,Unknown,Government/Public Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034025,Unknown,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034026,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034028,Unknown,Camp/Campground,Anti-Jewish,Religion
CA00-0000034029,Unknown,Camp/Campground,Anti-Jewish,Religion
CA00-0000034030,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034031,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034032,Unknown,Church/Synagogue/Temple,Anti-Catholic,Religion
CA00-0000034033,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000034034,Unknown,Camp/Campground,Anti-Jewish,Religion
CA00-0000034035,Unknown,Camp/Campground,Anti-Jewish,Religion
CA00-0000034036,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000034037,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034038,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034039,White,Shelter-Mission/Homeless,Anti-Jewish,Religion
CA00-0000034040,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034041,Unknown,Liquor Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034042,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034043,Black or African American,Hotel/Motel/etc.,Anti-Transgender,Gender Nonconforming
CA00-0000034044,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034045,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000034046,White,Commercial/Office Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034047,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034048,White,Park/Playground,Anti-Transgender,Gender Nonconforming
CA00-0000034049,White,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034050,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000034051,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034052,Black or African American,Other/Unknown,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034053,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034054,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034055,White,Abandoned/Condemned Structure,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034056,Unknown,Bar/Night Club,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034057,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034058,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000034059,White,Industrial Site,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034060,Asian,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034061,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034062,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034063,Unknown,Specialty Store (TV/Fur/etc.),Anti-Jewish,Religion
CA00-0000034064,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034065,White,Park/Playground,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034066,Asian,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034067,White,Park/Playground,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034068,White,Liquor Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034069,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034070,White,Residence/Home/Driveway,Anti-Citizenship Status,Race/Ethnicity/Ancestry
CA00-0000034071,White,Liquor Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034072,Black or African American,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034073,White,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034074,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034075,White,Convenience Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034076,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034077,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034078,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034079,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034080,Group of Multiple Races,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034081,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034082,Black or African American,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034083,White,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000034084,White,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034085,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034086,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034087,Unknown,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034088,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034089,Unknown,Tribal Lands,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034090,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000034091,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034092,Asian,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034093,Unknown,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034094,White,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034095,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034096,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034097,Black or African American,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034098,Unknown,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000034099,White,Residence/Home/Driveway,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000034100,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034101,White,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034102,Black or African American,Liquor Store,Anti-Islamic (Muslim),Religion
CA00-0000034103,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034104,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034105,White,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034106,White,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034107,Black or African American,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034108,Asian,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034110,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034111,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034112,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034113,Unknown,Construction Site,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000034114,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034115,Black or African American,Hotel/Motel/etc.,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034116,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034117,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034118,Unknown,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000034119,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034120,White,School-College/University,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034121,Black or African American,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034122,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034123,Unknown,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation
CA00-0000034124,Unknown,Other/Unknown,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000034125,White,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034126,White,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034127,Unknown,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034128,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034129,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034130,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034131,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034132,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034133,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034134,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034135,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034136,Asian,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034137,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034138,Unknown,Drug Store/Dr Office/Hospital,Anti-Jewish,Religion
CA00-0000034139,Unknown,Parking Lot/Garage,Anti-Other Religion,Religion
CA00-0000034140,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034141,White,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034142,Unknown,Government/Public Building,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034143,Unknown,Commercial/Office Building,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034144,Unknown,Park/Playground,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034145,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034146,White,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000034148,Unknown,Department/Discount Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034149,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034150,Unknown,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034151,Black or African American,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000034152,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034153,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034154,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034155,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034156,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034157,White,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034158,White,Government/Public Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034159,Unknown,Church/Synagogue/Temple,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034160,Unknown,School-College/University,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000034161,Unknown,Highway/Road/Alley/Street,Anti-Other Religion,Religion
CA00-0000034162,Unknown,Highway/Road/Alley/Street,Anti-Other Religion,Religion
CA00-0000034163,Unknown,Highway/Road/Alley/Street,Anti-Other Religion,Religion
CA00-0000034164,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034165,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034166,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034167,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034168,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034169,Black or African American,Convenience Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034170,Black or African American,Convenience Store,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034171,White,Park/Playground,Anti-Transgender,Gender Nonconforming
CA00-0000034172,White,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034173,Unknown,Industrial Site,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034174,American Indian or Alaska Native,Convenience Store,Anti-Gay (Male),Sexual Orientation
