record_id,suspects_race_as_a_group,most_serious_location,most_serious_bias,most_serious_bias_type
CA00-0000014210,Unknown,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000014220,Hispanic,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000014232,Hispanic,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000014618,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000014630,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014639,Hispanic,Grocery/Supermarket,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000014660,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000014878,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000015700,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000015712,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000015724,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000015799,Unknown,Bar/Night Club,Anti-Gay (Male),Sexual Orientation
CA00-0000016121,Black or African American,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000016129,Asian/Pacific Islander,Convenience Store,Anti-White,Race/Ethnicity/Ancestry
CA00-0000016142,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000016150,White,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000016155,Unknown,School/college,Anti-Gay (Male),Sexual Orientation
CA00-0000016162,Hispanic,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000016169,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000016180,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016190,Hispanic,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000016201,Hispanic,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016233,Black or African American,Air/Bus/Train Terminal,Anti-White,Race/Ethnicity/Ancestry
CA00-0000016270,Unknown,Church/Synagogue/Temple,Anti-Catholic,Religion
CA00-0000016303,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016324,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016438,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016641,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016651,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000016660,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000016680,White,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016915,White,Bar/Night Club,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000016943,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000017187,White,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000017194,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000017205,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000017273,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000017473,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000017481,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000017633,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000017689,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000017827,Unknown,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000018062,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000018071,Black or African American,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000018087,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000018095,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000018389,Unknown,Commercial/Office Building,Anti-Jewish,Religion
CA00-0000018401,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000018417,Unknown,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000018748,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000018895,White,Restaurant,Anti-Gay (Male),Sexual Orientation
CA00-0000018905,Hispanic,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000019094,East Indian/Asian Indian,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000019105,White,Parking Lot/Garage,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000019197,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000019478,Black or African American,Convenience Store,Anti-White,Race/Ethnicity/Ancestry
CA00-0000019485,Hispanic,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000019570,Black or African American,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation
CA00-0000019690,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000020296,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000020388,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000020406,Unknown,Field/Woods/Park,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000020519,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000020613,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000021048,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000021141,Black or African American,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000021161,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000021166,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000021174,Unknown,School/college,Anti-Jewish,Religion
CA00-0000021285,Unknown,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000021502,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000021691,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000021915,Group of Multiple Races,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000022126,White,Service/Gas Station,Anti-Gay (Male),Sexual Orientation
CA00-0000022261,White,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000022264,Hispanic,Church/Synagogue/Temple,Anti-Transgender,Gender Nonconforming
CA00-0000022268,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000022428,White,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000022433,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000022783,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000022992,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000023432,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000023821,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000023895,White,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000024117,Unknown,Commercial/Office Building,Anti-White,Race/Ethnicity/Ancestry
CA00-0000024224,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000024256,Black or African American,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation
CA00-0000024415,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000024492,White,Restaurant,Anti-Gay (Male),Sexual Orientation
CA00-0000024643,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000024918,Unknown,Church/Synagogue/Temple,Anti-Multiple Religions (Group),Religion
CA00-0000025111,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000025340,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000025535,Asian/Pacific Islander,Air/Bus/Train Terminal,Anti-Lesbian,Sexual Orientation
CA00-0000025615,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000025845,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000026047,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000026204,Hispanic,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000026445,White,Hotel/Motel/etc.,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000026719,Black or African American,Hotel/Motel/etc.,Anti-Transgender,Gender Nonconforming
CA00-0000026821,White,Park/Playground,Anti-Gay (Male),Sexual Orientation
CA00-0000027091,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000027094,White,Bar/Night Club,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000027233,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000027468,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000027721,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000028026,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028557,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000028594,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000028672,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000028817,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028875,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028883,Black or African American,Bar/Night Club,Anti-Transgender,Gender Nonconforming
CA00-0000029062,Black or African American,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000029509,Asian,Convenience Store,Anti-White,Race/Ethnicity/Ancestry
CA00-0000029559,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000029670,Black or African American,Bar/Night Club,Anti-Gay (Male),Sexual Orientation
CA00-0000029795,White,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000029799,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000030007,White,Park/Playground,Anti-Gay (Male),Sexual Orientation
CA00-0000030428,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000030497,Unknown,Commercial/Office Building,Anti-Jewish,Religion
CA00-0000030574,White,Park/Playground,Anti-Islamic (Muslim),Religion
CA00-0000030663,Unknown,Church/Synagogue/Temple,Anti-Catholic,Religion
CA00-0000031124,Black or African American,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000031594,Unknown,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000031597,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000031602,White,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000031644,Asian,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000032071,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000032078,Asian,Grocery/Supermarket,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000032081,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000032088,White,Convenience Store,Anti-Citizenship Status,Race/Ethnicity/Ancestry
CA00-0000032098,White,Convenience Store,Anti-Gay (Male),Sexual Orientation
CA00-0000032105,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000032495,White,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000032502,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000032509,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000032669,White,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033390,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033393,Unknown,Restaurant,Anti-Jewish,Religion
CA00-0000033396,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000033399,Asian,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033406,Unknown,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033413,Black or African American,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000033424,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033428,Unknown,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000033438,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033441,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033832,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000033856,White,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034230,White,Shelter-Mission/Homeless,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034546,Asian,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034797,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034804,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034807,Asian,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035165,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000035403,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035494,Unknown,Liquor Store,Anti-Jewish,Religion
CA00-0000035635,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000035708,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035796,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000035987,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000036018,White,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036025,White,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036033,White,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036037,White,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036047,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000036064,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000036207,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036216,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036220,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000001751,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000001755,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000001764,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000001768,Unknown,Church/Synagogue/Temple,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000001777,White,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation
CA01-0000001786,Unknown,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation
CA01-0000001790,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000001807,Unknown,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001818,Unknown,Air/Bus/Train Terminal,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001822,Black or African American,Air/Bus/Train Terminal,Anti-White,Race/Ethnicity/Ancestry
CA01-0000001829,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001833,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001837,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000001840,Unknown,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001856,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000001860,Unknown,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001869,White,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001874,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000001883,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA01-0000001887,Unknown,Parking Lot/Garage,Anti-Jewish,Religion
CA01-0000001891,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000001911,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
