record_id,suspects_race_as_a_group,most_serious_location,most_serious_bias,most_serious_bias_type
CA00-0000016658,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000016677,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000016832,Unknown,Church/Synagogue/Temple,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000016941,Hispanic,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000016954,East Indian/Asian Indian,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000017193,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000017201,Unknown,Field/Woods/Park,Anti-Jewish,Religion
CA00-0000017204,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000017272,White,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000017472,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000017477,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000017659,Hispanic,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000017691,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000017826,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000018073,White,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000018094,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000018197,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000018202,Unknown,Church/Synagogue/Temple,Anti-Catholic,Religion
CA00-0000018391,Unknown,Specialty Store (TV/Fur/etc.),Anti-Jewish,Religion
CA00-0000018410,White,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000018416,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000018747,Black or African American,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA00-0000018893,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000019093,East Indian/Asian Indian,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000019104,Hispanic,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000019196,Black or African American,Grocery/Supermarket,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000019466,White,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000019470,Unknown,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000019484,White,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000019568,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000019689,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000019787,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000020387,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000020405,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000020412,Unknown,Commercial/Office Building,Anti-Female,Gender
CA00-0000020562,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000021047,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000021139,Hispanic,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000021165,Unknown,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation
CA00-0000021173,Unknown,Residence/Home/Driveway,Anti-Other Religion,Religion
CA00-0000021284,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000021690,Unknown,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation
CA00-0000021914,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000022125,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000022260,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000022263,White,Field/Woods/Park,Anti-Jewish,Religion
CA00-0000022418,Unknown,School/college,Anti-Jewish,Religion
CA00-0000022432,Black or African American,Restaurant,Anti-Gay (Male),Sexual Orientation
CA00-0000022865,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000023113,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000023429,Black or African American,Liquor Store,Anti-Islamic (Muslim),Religion
CA00-0000023765,Asian/Pacific Islander,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000023819,White,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000023827,Black or African American,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation
CA00-0000023946,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000024120,Black or African American,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000024255,White,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000024364,Black or African American,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation
CA00-0000024411,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000024449,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000024506,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000024711,Black or African American,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000025060,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000025175,Unknown,Commercial/Office Building,Anti-Jewish,Religion
CA00-0000025407,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000025600,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000025909,East Indian/Asian Indian,Other/Unknown,Anti-Gay (Male),Sexual Orientation
CA00-0000026152,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000026291,Hispanic,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000026743,Hispanic,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000027016,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000027093,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000027200,Hispanic,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000027381,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000027657,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000027847,White,Air/Bus/Train Terminal,Anti-Transgender,Gender Nonconforming
CA00-0000028071,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000028347,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000028543,White,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000028657,Black or African American,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000028882,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000029061,White,Community Center,Anti-Jewish,Religion
CA00-0000029508,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000029794,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000029798,Black or African American,Highway/Road/Alley/Street,Anti-Female,Gender
CA00-0000030006,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000030427,Black or African American,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000030469,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000030499,Unknown,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000031123,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000031396,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000031600,Asian,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000031643,White,Other/Unknown,Anti-Islamic (Muslim),Religion
CA00-0000032069,Unknown,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000032077,White,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000032080,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000032087,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000032097,Unknown,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000032104,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000032491,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000032494,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000032501,White,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation
CA00-0000032508,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000032636,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033389,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033392,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000033405,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA00-0000033412,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000033423,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033437,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000033440,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000033838,White,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034228,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034428,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034552,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034803,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000034806,Unknown,Residence/Home/Driveway,Anti-Islamic (Muslim),Religion
CA00-0000035164,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000035399,Unknown,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035493,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000035634,Black or African American,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035641,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000035747,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000035986,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036017,White,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036024,White,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036036,White,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036040,White,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036063,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000036121,White,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000036219,Black or African American,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000001750,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000001754,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA01-0000001758,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000001767,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA01-0000001771,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000001776,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000001780,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000001789,Unknown,Commercial/Office Building,Anti-Jewish,Religion
CA01-0000001798,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA01-0000001802,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000001806,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA01-0000001813,Unknown,Restaurant,Anti-Islamic (Muslim),Religion
CA01-0000001817,Asian/Pacific Islander,Service/Gas Station,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000001828,Unknown,Hotel/Motel/etc.,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
220077039,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
220270227,White,School-Elementary/Secondary,Anti-Gender Non-Conforming,Gender Nonconforming
220345422,Unknown,Church/Synagogue/Temple,Anti-Other Christian,Religion
220612942,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
220797920,White,Church/Synagogue/Temple,Anti-Other Christian,Religion
230105830,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
230133411,White,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
230223573,Unknown,Park/Playground,Anti-Jewish,Religion
230381905,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
230620662,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
230738356-3,Unknown,Bank/Savings and Loan,Anti-Jewish,Religion
230755021,White,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry
230818550,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
240029305,Unknown,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
240168715,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
240262276,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
240320454,White,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual/Transgender,Sexual Orientation
240455302,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
240550021,White,Liquor Store,Anti-Black or African American,Race/Ethnicity/Ancestry
240707266,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
250122121,Asian,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
250218128,Unknown,Government/Public Building,Anti-Jewish,Religion
250386173,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
250515996,Unknown,Shelter-Mission/Homeless,Anti-Black or African American,Race/Ethnicity/Ancestry
250539190,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
250718742,White,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000011655,White,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000011659,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000011751,Unknown,Liquor Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
